0	5999800	0	200
0.1	5999789.77194509	1.02284045784667	209.205214455741
0.2	5999779.0731521	2.09275819789778	218.834089699299
0.3	5999767.8819576	3.21191990058587	228.90612249808
0.4	5999756.17570136	4.38259195604148	239.441706686844
0.5	5999743.93068052	5.60714505180528	250.462174426816
0.6	5999731.12210167	6.88805897154058	261.989839360931
0.7	5999717.72403063	8.22792761444298	274.048041752226
0.8	5999703.70934006	9.6294642454884	286.661195696358
0.9	5999689.04965451	11.0955069871263	299.854838503369
1	5999673.71529309	12.6290245635115	313.655682348199
1.1	5999657.6752094	14.2331223088756	328.091668293977
1.2	5999640.89692875	15.9110484521729	343.192022796853
1.3	5999623.3464825	17.6662006906902	358.987316806143
1.4	5999604.98833936	19.502133065892	375.509527578708
1.5	5999585.78533351	21.4225631553813	392.79210333194
1.6	5999565.69858954	23.4313795954918	410.870030865378
1.7	5999544.68744376	25.5326499496908	429.779906286935
1.8	5999522.70936207	27.7306289386712	449.560008985879
1.9	5999499.71985395	30.0297670487316	470.250379001191
2	5999475.67238252	32.4347195358106	491.892897940713
2.1	5999450.51827054	34.95035584333	514.531373613534
2.2	5999424.206602	37.5817694528352	538.211628545468
2.3	5999396.68411926	40.3342881872891	562.981592555188
2.4	5999367.89511544	43.2134849877836	588.891399576655
2.5	5999337.78132189	46.2251891853814	615.993488921883
2.6	5999306.28179052	49.3754982907925	644.342711186909
2.7	5999273.33277066	52.6707903256296	673.996439013008
2.8	5999238.86758036	56.1177367200661	705.014682924812
2.9	5999202.81647172	59.7233158028585	737.460212477014
3	5999165.10649014	63.4948269108755	771.398682951811
3.1	5999125.66132699	67.4399051465163	806.8987678602
3.2	5999084.40116568	71.5665368126934	844.032297511633
3.3	5999041.24252051	75.8830755564084	882.87440392851
3.4	5998996.09806835	80.3982592533616	923.503672394396
3.5	5998948.87647239	85.1212276675123	966.002299937897
3.6	5998899.48219801	90.0615409210532	1010.45626106767
3.7	5998847.8153201	95.2291988118708	1056.95548108825
3.8	5998793.77132164	100.634661017251	1105.59401734108
3.9	5998737.24088304	106.288868224352	1156.47024873075
4	5998678.10966186	112.203264229795	1209.68707391225
4.1	5998616.25806241	118.389819052666	1265.3521185322
4.2	5998551.56099496	124.861053107206	1323.5779519343
4.3	5998483.88762376	131.630062483575	1384.48231375749
4.4	5998413.10110374	138.710545387276	1448.18835087476
4.5	5998339.05830507	146.116829790084	1514.82486513983
4.6	5998261.60952522	153.863902347747	1584.52657243025
4.7	5998180.59818786	161.967438642202	1657.43437349668
4.8	5998095.86052804	170.443834808653	1733.69563715078
4.9	5998007.22526304	179.310240610591	1813.46449634765
5	5997914.51324823	188.584594028666	1896.90215774317
5.1	5997817.53711723	198.28565743229	1984.177225332
5.2	5997716.10090579	208.43305540594	2075.46603879871
5.3	5997609.99965845	219.047314305376	2170.95302724197
5.4	5997499.01901742	230.149903622332	2270.83107896058
5.5	5997382.93479274	241.763279239791	2375.30192802007
5.6	5997261.51251299	253.910928663595	2484.57655834965
5.7	5997134.50695553	266.617418319987	2598.8756261519
5.8	5997001.66165555	279.908443012685	2718.42990144093
5.9	5996862.7083928	293.810877637222	2843.48072956032
5.99999999999999	5996717.36665518	308.352831254672	2974.28051356786
6.09999999999999	5996565.34307795	323.563703631389	3111.09321841271
6.19999999999999	5996406.33085777	339.474244356105	3254.19489786911
6.29999999999999	5996240.00914012	356.116614650682	3403.87424523234
6.39999999999999	5996066.04237918	373.524451995922	3560.43316882423
6.49999999999999	5995884.0796689	391.732937699187	3724.18739339999
6.59999999999999	5995693.75404387	410.778867536172	3895.4670885934
6.69999999999999	5995494.68174881	430.700725604953	4074.61752558458
6.79999999999999	5995286.46147524	451.538761536495	4261.99976322359
6.89999999999999	5995068.67356389	473.335071212074	4457.99136489364
6.99999999999999	5994840.8791714	496.133681144638	4662.98714744996
7.09999999999999	5994602.61939969	519.980636687942	4877.39996362479
7.19999999999999	5994353.41438641	544.924094244369	5101.66151934468
7.29999999999999	5994092.76235489	571.014417649742	5336.22322746416
7.39999999999999	5993820.1386216	598.304278921088	5581.5570994797
7.49999999999999	5993534.99455959	626.848763561298	5838.15667684894
7.59999999999999	5993236.75651577	656.7054806229	6106.53800360404
7.69999999999999	5992924.82468024	687.934677741774	6387.24064201299
7.79999999999999	5992598.57190553	720.599361360572	6680.82873310962
7.89999999999999	5992257.34247365	754.765422370883	6987.89210398253
7.99999999999999	5991900.4508088	790.501767412811	7309.0474237832
8.09999999999999	5991527.18013343	827.880456080612	7644.93941048648
8.19999999999999	5991136.78106519	866.976844293382	7996.24209051079
8.29999999999999	5990728.47015252	907.869734100538	8363.66011338083
8.39999999999999	5990301.4283461	950.641530202902	8747.93012369345
8.49999999999999	5989854.79940379	995.378403481738	9149.82219272569
8.59999999999999	5989387.68822606	1042.17046183995	9570.14131210442
8.69999999999999	5988899.15911929	1091.11192867197	10009.7289520381
8.79999999999998	5988388.23398401	1142.30132929161	10469.4646866938
8.89999999999998	5987853.89042495	1195.84168566013	10950.2678893846
8.99999999999998	5987295.05977991	1251.84071977056	11453.0995003186
9.09999999999998	5986710.6250642	1310.41106605798	11978.9638697412
9.19999999999998	5986099.41882739	1371.67049322012	12528.9106793899
9.29999999999998	5985460.22091889	1435.74213584722	13104.0369452612
9.39999999999998	5984791.75615895	1502.75473627541	13705.4891047755
9.49999999999998	5984092.6919114	1572.8428970935	14334.4651915039
9.59999999999998	5983361.63555455	1646.14734474901	14992.2171007038
9.69999999999998	5982597.1318463	1722.81520471593	15680.0529489877
