0	0	0	0	0	0	1
0.01	0.000919366484600965	0.00999983333416666	3.0811654023941E-06	4.99995833347366E-05	0.181880042473288	0.999950000416665
0.02	0.00359773576052764	0.0199986666933331	2.42506723297717E-05	0.000199993333422244	0.351800558265142	0.999800006666578
0.03	0.0079155125609657	0.0299955002024957	8.05005723613182E-05	0.000449966251012457	0.509761547375564	0.999550033748988
0.04	0.0137531016191008	0.0399893341866342	0.000187626964408076	0.000799893339022084	0.655763009804553	0.999200106660978
0.05	0.0209909076681186	0.0499791692706783	0.000360229994712944	0.00124973960503372	0.789804945552108	0.998750260394966
0.06	0.0295093354412049	0.0599640064794446	0.000611713856850677	0.00179946006479581	0.911887354618231	0.998200539935204
0.07	0.0391887896715452	0.0699428473375328	0.000954286791727888	0.00244899974672042	1.02201023700292	0.99755100025328
0.08	0.0499096750923252	0.0799146939691727	0.00139896108758305	0.00319829369738056	1.12017359270618	0.996801706302619
0.09	0.0615523964367306	0.089878549198011	0.00195555307998648	0.00404726698800573	1.206377421728	0.995952733011994
0.1	0.0739973584379471	0.0998334166468281	0.00263268315184036	0.00499583472197418	1.28062172406839	0.995004165278026
0.11	0.0871249658291604	0.109778300837175	0.00343777573337874	0.00604390204330318	1.34290649972735	0.993956097956697
0.12	0.100815623343556	0.119712207288919	0.00437705930216751	0.00719136414613375	1.39323174870488	0.992808635853866
0.13	0.11494973571432	0.129634142619695	0.00545556638310442	0.00843810628521191	1.43159747100097	0.991561893714788
0.14	0.129407707674637	0.139543114644236	0.00667713354841908	0.00978400378736277	1.45800366661563	0.990215996212637
0.15	0.144069943957694	0.149438132473599	0.00804440141767297	0.0112289220639578	1.47245033554886	0.988771077936042
0.16	0.158816849296676	0.159318206614246	0.00955881465775939	0.0127727166243731	1.47493747780065	0.987227283375627
0.17	0.173528828424769	0.169182349066996	0.0112206219829035	0.0144152330904392	1.46546509337101	0.985584766909561
0.18	0.188086286075158	0.179029573425824	0.0130288761546624	0.0161563072118786	1.44403318225994	0.983843692788121
0.19	0.20236962698103	0.188858894976501	0.014981433981925	0.0179957648827297	1.41064174446743	0.98200423511727
0.2	0.216259255875569	0.198669330795061	0.0170749563209119	0.0199334221587584	1.36529077999349	0.980066577841242
0.21	0.229635577491962	0.2084598998461	0.0193049080751759	0.0219690852758517	1.30798028883812	0.978030914724148
0.22	0.242378996563393	0.218229623080869	0.0216655581956013	0.0241025506693945	1.23871027100132	0.975897449330606
0.23	0.25436991782305	0.227977523535188	0.0241499796804045	0.0263336049946252	1.15748072648308	0.973666395005375
0.24	0.265488746004117	0.237702626427135	0.0267500495751337	0.0286620251479704	1.06429165528341	0.97133797485203
0.25	0.27561588583978	0.247403959254523	0.0294564489726688	0.0310875782893553	0.959143057402306	0.968912421710645
0.26	0.284631742063225	0.257080551892155	0.0322586630132218	0.0336100218654868	0.84203493283977	0.966389978134513
0.27	0.292416719407637	0.266731436688831	0.0351449808843365	0.0362291036341095	0.712967281595802	0.963770896365891
0.28	0.298851222606203	0.276355648564114	0.0381024958208884	0.0389445616892291	0.571940103670399	0.961055438310771
0.29	0.303815656392107	0.285952225104836	0.041117105105085	0.0417561244873028	0.418953399063564	0.958243875512697
0.3	0.307190425498536	0.29552020666134	0.0441735100664657	0.044663510874394	0.254007167775296	0.955336489125606
0.31	0.308855934658675	0.305058636443444	0.0472552160819015	0.0476664301142866	0.0771014098055947	0.952333569885713
0.32	0.309302479388486	0.314566560616118	0.0503457197897789	0.0507645819175592	0.0971431219839392	0.949235418082441
0.33	0.311071775705788	0.324043028394868	0.0534462762745946	0.0539576564716131	0.254918000662735	0.946042343528387
0.34	0.314364876585464	0.333487092140815	0.0565722346524359	0.0572453344716538	0.4019040344586	0.942754665528346
0.35	0.319073893578684	0.342897807455452	0.0597382935266824	0.0606272871526211	0.538101223371532	0.939372712847379
0.36	0.325090938236618	0.35227423327509	0.0629580726162253	0.0641031763220652	0.663509567401532	0.935896823677935
0.37	0.332308122110438	0.361615431964962	0.0662441127554677	0.0676726543939656	0.778129066548599	0.932327345606034
0.38	0.340617556751314	0.370920469412983	0.0696078758943242	0.0713353644234899	0.881959720812735	0.92866463557651
0.39	0.349911353710416	0.380188415123162	0.0730597450982214	0.075090940142687	0.975001530193939	0.924909059857313
0.4	0.360081624538916	0.389418342308651	0.0766090245480972	0.078939005997115	1.05725449469221	0.921060994002885
0.41	0.371020480787984	0.398609327984423	0.0802639395404016	0.082879177183395	1.12871861430755	0.917120822816605
0.42	0.382620034008791	0.40776045305957	0.0840316364870961	0.0869110596876919	1.18939388903996	0.913088940312308
0.43	0.394772395752507	0.416870802429211	0.0879181829156538	0.0910342503251149	1.23928031888943	0.908965749674885
0.44	0.407369677570303	0.425939465066	0.0919285674690598	0.0952483367800366	1.27837790385598	0.904751663219963
0.45	0.42030399101335	0.43496553411123	0.0960666999058107	0.0995528976473232	1.30668664393959	0.900447102352677
0.46	0.433467447632818	0.44394810696552	0.100335411099915	0.103947502474475	1.32420653914027	0.896052497525525
0.47	0.446752158979879	0.452886285379069	0.104736453040892	0.108431711804671	1.33093758945801	0.891568288195329
0.48	0.460050236605702	0.461779175541483	0.109270498833775	0.113005077220716	1.32687979489283	0.886994922779284
0.49	0.473253792061459	0.470625888171158	0.113937142699106	0.117667141389879	1.31203315544471	0.882332858610121
0.5	0.48625493689832	0.479425538604203	0.118734899972941	0.122417438109627	1.28639767111366	0.877582561890373
0.51	0.498945782667456	0.488177246882908	0.123661207106847	0.127255492354249	1.24997334189968	0.872744507645751
